Generation,evals,avg,std,min,max,best_one,fitness_best_one
112,328,[  23.2925     2651.67632613],[ 0.7949489  64.05885838],[  22.        2585.8476434],[  24.         2795.59447277],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2743.506077385761)"
113,348,[  23.25       2655.89567548],[ 0.8291562  68.20042684],[  22.        2585.8476434],[  24.         2792.83291771],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2743.506077385761)"
114,326,[  23.0375     2666.70565342],[ 0.82830776 74.78324742],[  22.        2585.8476434],[  24.         2804.11383958],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2743.506077385761)"
115,332,[  23.055      2662.97417998],[ 0.82883955 73.98394875],[  22.        2585.8476434],[  24.         2785.74341401],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2743.506077385761)"
116,328,[  22.8225     2673.74028503],[ 0.76550229 78.75914918],[  22.        2585.8476434],[  24.         2783.68344468],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2743.506077385761)"
117,322,[  22.8225     2677.49010041],[ 0.82522345 82.21343362],[  22.         2564.93056557],[  24.         2778.61601533],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
118,354,[  22.72       2681.86896184],[ 0.77562878 83.08204488],[  22.         2564.93056557],[  24.         2772.61187816],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
119,328,[  22.75       2682.23807477],[ 0.82613558 84.45261971],[  22.         2564.93056557],[  24.         2770.85768966],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
120,344,[  22.9125     2662.24141299],[ 0.82452638 80.78041333],[  22.         2564.93056557],[  24.         2770.85768966],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
121,324,[  23.085      2640.96513133],[ 0.79232254 71.31939943],[  22.         2556.97288542],[  24.        2767.0454237],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
122,340,[  23.085      2647.07334425],[ 0.86762607 77.4615913 ],[  22.         2556.97288542],[  24.         2766.47052493],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
123,328,[  23.1975     2636.05246518],[ 0.86226084 72.75641649],[  22.         2556.97288542],[  24.         2764.94472182],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
124,334,[  23.2825     2630.82125398],[ 0.87618135 70.82361123],[  22.         2556.97288542],[  24.         2758.95248472],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2729.9582741947615)"
125,338,[  23.29       2629.34298152],[ 0.88368546 70.36733158],[  22.         2556.97288542],[  24.         2754.63186426],"[31, 9, 75, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 16, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 26, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 54, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 12]","(22.0, 2727.339050936619)"
126,352,[  23.18       2634.37394595],[ 0.89028085 72.79793734],[  22.         2556.97288542],[  24.         2744.61020493],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2725.127984735805)"
127,340,[  23.0075     2642.77830906],[ 0.87888779 76.05002459],[  22.         2556.97288542],[  24.         2744.61020493],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
128,348,[  22.8625     2649.19139256],[ 0.84178011 78.38279532],[  22.         2527.34935476],[  24.         2744.61020493],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
129,338,[  22.8        2649.29944031],[ 0.80311892 78.78677062],[  22.         2527.34935476],[  24.         2743.50607739],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
130,340,[  22.9025     2634.01140287],[ 0.77652672 74.57891467],[  22.         2527.34935476],[  24.         2743.50607739],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
131,340,[  22.8925     2641.23431247],[ 0.8607809  80.32112889],[  22.         2527.34935476],[  24.         2774.90270014],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
132,324,[  22.98      2630.6333648],[ 0.86579443 78.47061634],[  22.         2526.22941205],[  24.         2736.17509016],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 37, 44, 93, 58, 23, 13, 27, 99, 83, 72, 62, 5, 48, 46, 52, 1, 30, 43, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 20, 2, 74, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 98, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2711.8536561574924)"
133,330,[  23.0875     2617.84688993],[ 0.83656664 74.09338324],[  22.         2526.22941205],[  24.         2729.95827419],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
134,340,[  23.315      2594.47365773],[ 0.74214217 58.50049433],[  22.         2526.22941205],[  24.         2729.95827419],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
135,328,[  23.295      2589.97045095],[ 0.7092073 55.1043351],[  22.         2526.22941205],[  24.         2726.72718013],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
136,334,[  23.275      2585.20152939],[ 0.65907132 49.06651555],[  22.         2526.22941205],[  24.         2724.89965131],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
137,340,[  23.25      2586.7840062],[ 0.68007353 52.12188765],[  22.         2526.22941205],[  24.         2720.98155186],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
138,318,[  23.3        2585.30037446],[ 0.71063352 54.14520139],[  22.         2526.22941205],[  24.         2719.24537887],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
139,350,[  23.32       2588.37897987],[ 0.76980517 60.30169333],[  22.         2526.22941205],[  24.         2719.24537887],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
140,350,[  23.365      2590.67312177],[ 0.82569668 65.66946265],[  22.         2526.22941205],[  24.         2719.24537887],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
141,342,[  23.2025     2599.65100546],[ 0.85527408 72.08670381],[  22.         2526.22941205],[  24.         2768.95095377],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
142,326,[  23.03      2609.0030967],[ 0.85970925 77.44531541],[  22.         2516.29812885],[  24.         2755.61308615],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 63, 4, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 30, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2700.8795989197274)"
143,336,[  22.8725     2617.63993569],[ 0.83740298 81.23843784],[  22.         2516.29812885],[  24.         2739.63875755],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
144,352,[  22.86       2622.06334528],[ 0.88622796 84.58892301],[  22.         2516.29812885],[  25.         2723.43683304],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
145,340,[  22.8675     2619.51588125],[ 0.8887878  84.84749833],[  22.         2516.29812885],[  25.         2718.70240925],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
146,338,[  22.79       2626.01096407],[ 0.88932559 85.90523608],[  22.         2515.60939664],[  25.        2716.2001321],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
147,346,[  22.7975     2629.43922938],[ 0.94153797 87.6206902 ],[  22.         2514.04963613],[  25.        2716.2001321],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
148,350,[  22.89       2620.75189511],[ 0.96845237 88.23504366],[  22.         2514.04963613],[  25.         2711.85365616],"[31, 9, 95, 42, 83, 17, 85, 60, 56, 41, 49, 19, 11, 64, 3, 81, 51, 4, 12, 63, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 93, 44, 43, 58, 23, 13, 27, 98, 97, 94, 62, 5, 48, 46, 52, 1, 20, 37, 75, 28, 54, 67, 25, 77, 69, 30, 8, 61, 96, 74, 2, 76, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 16, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 22]","(22.0, 2658.402134748193)"
