Generation,evals,avg,std,min,max,best_one,fitness_best_one
74,86,[  22.88       2906.94474056],[ 0.71105555 63.12519154],[  22.         2827.97611047],[  24.       3098.945506],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
75,72,[  22.78      2924.5411042],[ 0.81951205 72.09216004],[  22.         2827.97611047],[  24.       3098.945506],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
76,86,[  22.63      2936.7017147],[ 0.79567581 74.92280031],[  22.         2827.97611047],[  24.       3098.945506],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
77,78,[  22.34       2952.50268368],[ 0.56956123 70.5486078 ],[  22.         2827.97611047],[  24.         3057.77315062],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
78,82,[  22.33       2949.26814865],[ 0.58403767 68.98064503],[  22.         2827.97611047],[  24.         3008.99304481],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
79,76,[  22.25       2951.41401012],[ 0.4769696  65.89745273],[  22.         2794.89214833],[  24.         2996.03112535],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 67, 12, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2975.5462399103726)"
80,82,[  22.2        2953.95594799],[ 0.4        64.38063391],[  22.         2794.89214833],[  23.         2994.05261518],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 67, 12, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2975.5462399103726)"
81,84,[  22.13       2963.20130671],[ 0.33630343 57.50148519],[  22.         2794.89214833],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 67, 12, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2975.5462399103726)"
82,86,[  22.08       2969.71634317],[ 0.2712932  52.11052252],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 12, 79, 5, 78, 11, 90, 30, 96, 67, 23, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2960.2083468078927)"
83,82,[  22.1       2965.7390227],[ 0.3        57.21936438],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 12, 79, 5, 78, 11, 90, 30, 96, 67, 23, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2960.2083468078927)"
84,86,[  22.15       2955.74723888],[ 0.35707142 68.44803954],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 61, 37, 39, 75, 73, 12, 79, 5, 78, 11, 90, 30, 96, 67, 23, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 83, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2960.2083468078927)"
85,90,[  22.22       2941.50259177],[ 0.4142463  78.63558132],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
86,84,[  22.3        2928.64017749],[ 0.47958315 83.35308437],[  22.         2774.27540082],[  24.         2985.53845372],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
87,80,[  22.36       2911.64091886],[ 0.48       88.11311876],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
88,90,[  22.44       2892.44822597],[ 0.49638695 90.32664637],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
89,86,[  22.54       2869.34234583],[ 0.49839743 85.71574675],[  22.         2774.27540082],[  23.         2985.53845372],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
90,88,[  22.56       2859.88891128],[ 0.49638695 81.09821797],[  22.         2774.27540082],[  23.         2963.87384551],"[51, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 27, 73, 13]","(22.0, 2925.094122806786)"
91,82,[  22.45       2874.84924622],[ 0.49749372 83.55817567],[  22.         2754.09561875],[  23.         2963.87384551],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
92,76,[  22.39       2879.36147335],[ 0.48774994 82.9137451 ],[  22.         2754.09561875],[  23.         2960.20834681],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
93,78,[  22.46      2862.4283941],[ 0.49839743 80.16159921],[  22.         2754.09561875],[  23.         2956.51467886],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
94,78,[  22.53      2847.4143688],[ 0.49909919 77.38502179],[  22.         2754.09561875],[  23.         2944.26626306],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
95,84,[  22.44       2860.21923319],[ 0.49638695 77.74616702],[  22.         2754.09561875],[  23.         2944.26626306],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
96,78,[  22.32       2878.40631378],[ 0.46647615 74.42945048],[  22.         2754.09561875],[  23.         2962.14516261],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
97,78,[  22.41       2862.14550637],[ 0.49183331 77.44677186],[  22.         2754.09561875],[  23.         2933.06077179],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
98,68,[  22.24       2886.32438646],[ 0.42708313 69.81634742],[  22.         2754.09561875],[  23.         2933.06077179],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 11, 64, 27, 73, 13]","(22.0, 2912.7833413703147)"
99,78,[  22.32       2872.08060312],[ 0.46647615 74.52978249],[  22.         2754.09561875],[  23.         2925.09412281],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
100,78,[  22.45       2850.77780199],[ 0.49749372 78.32724137],[  22.         2754.09561875],[  23.         2925.09412281],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
101,88,[  22.52       2838.81528097],[ 0.49959984 77.02793791],[  22.         2754.09561875],[  23.         2925.09412281],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
102,72,[  22.61       2821.00036033],[ 0.48774994 73.45331435],[  22.         2754.09561875],[  23.         2923.77464663],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
103,88,[  22.56       2826.31981527],[ 0.49638695 75.72827392],[  22.         2754.09561875],[  23.         2919.04614639],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
104,86,[  22.59     2820.495834],[ 0.49183331 75.29340991],[  22.         2754.09561875],[  23.         2912.78334137],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
105,86,[  22.69       2804.43902723],[ 0.46249324 69.96429245],[  22.         2754.09561875],[  23.         2912.78334137],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
106,88,[  22.72       2798.82935989],[ 0.44899889 67.88484507],[  22.         2754.09561875],[  23.         2912.78334137],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
107,88,[  22.63       2811.68291728],[ 0.48280431 73.60119009],[  22.         2740.27274523],[  23.         2912.78334137],"[64, 16, 85, 58, 46, 87, 95, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 51, 27, 73, 13]","(22.0, 2902.02985165506)"
108,90,[  22.73      2795.3874312],[ 0.44395946 65.94534066],[  22.         2740.27274523],[  23.         2910.72817558],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2876.5668567189477)"
109,74,[  22.73       2793.74712266],[ 0.44395946 65.26034728],[  22.         2740.27274523],[  23.         2908.39000489],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2876.5668567189477)"
110,86,[  22.68       2800.42587768],[ 0.46647615 68.8162135 ],[  22.         2731.82017734],[  23.         2908.39000489],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 78, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 70, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2876.5668567189477)"
