Generation,evals,avg,std,min,max,best_one,fitness_best_one
74,64,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
75,54,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
76,66,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
77,56,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
78,52,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
79,60,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
80,58,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
81,50,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
82,48,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
83,56,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
84,52,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
85,60,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
86,68,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
87,66,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
88,70,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
89,72,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
90,64,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
91,54,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
92,56,[  23.         2901.35255567],[0.         0.84125356],[  23.         2892.98218843],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 21, 73, 62, 78, 10, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 22, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 69, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2892.9821884342086)"
93,62,[  23.         2901.05594275],[0.         3.06063619],[  23.         2871.77581299],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2871.7758129942617)"
94,56,[  23.         2900.75932983],[0.         4.22508246],[  23.         2871.77581299],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2871.7758129942617)"
95,60,[  23.         2899.99700567],[0.         5.93821287],[  23.         2871.77581299],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2871.7758129942617)"
96,54,[  23.         2898.42352499],[0.         8.56215774],[  23.         2871.18912045],[  23.         2901.43710483],"[62, 54, 12, 32, 90, 51, 88, 58, 22, 73, 71, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 9, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2871.1891204463313)"
97,60,[  23.         2895.61614197],[ 0.         11.09816317],[  23.         2871.18912045],[  23.         2901.43710483],"[62, 54, 12, 32, 90, 51, 88, 58, 22, 73, 71, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 9, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2871.1891204463313)"
98,54,[  23.01       2890.27152839],[ 0.09949874 14.03142651],[  23.         2842.39359483],[  24.         2901.43710483],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
99,54,[  23.02       2880.94786828],[ 0.14      12.8122243],[  23.         2842.39359483],[  24.         2901.43710483],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
100,56,[  23.03      2871.6848509],[0.17058722 6.64904382],[  23.         2842.39359483],[  24.         2892.98218843],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
101,60,[  23.03      2870.3213428],[0.17058722 5.3613623 ],[  23.         2842.39359483],[  24.         2871.77581299],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
102,58,[  23.05       2869.08792377],[0.21794495 7.25187995],[  23.         2842.39359483],[  24.         2871.77581299],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
103,68,[  23.02       2868.99162201],[0.14       7.48037335],[  23.         2842.39359483],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
104,64,[  23.02       2868.70366675],[0.14       7.93090964],[  23.         2842.39359483],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
105,62,[  23.06       2867.38701508],[0.23748684 9.26151806],[  23.         2842.39359483],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 27, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2842.3935948294425)"
106,74,[  23.1        2864.92411973],[ 0.3        11.49981106],[  23.         2828.30149412],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 19, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 27, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2828.3014941219335)"
107,50,[  23.16       2860.08540073],[ 0.36660606 13.48489682],[  23.         2828.30149412],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 19, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 27, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2828.3014941219335)"
108,62,[  23.22       2854.46640123],[ 0.4142463  13.27642092],[  23.         2828.30149412],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 19, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 27, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2828.3014941219335)"
109,62,[  23.29       2845.36700252],[0.45376205 7.16341868],[  23.         2828.30149412],[  24.         2871.18912045],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 19, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 27, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2828.3014941219335)"
110,56,[  23.         2841.50853592],[0.         3.35563216],[  23.         2828.30149412],[  23.         2842.39359483],"[71, 54, 12, 32, 90, 9, 31, 58, 22, 55, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 24, 73, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 19, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 27, 87, 95, 34, 1, 3, 65, 50, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 88, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2828.3014941219335)"
