Generation,evals,avg,std,min,max,best_one,fitness_best_one
74,78,[  22.06       2977.14959624],[ 0.31048349 42.54666679],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
75,82,[  22.11       2970.18294524],[ 0.42178193 56.40141183],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
76,86,[  22.21       2959.29112892],[ 0.58813264 72.0552676 ],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
77,62,[  22.34       2941.30661033],[ 0.71021124 88.86730056],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
78,86,[  22.46      2926.8560296],[ 0.80523289 98.69802335],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
79,76,[  22.52       2918.11840244],[  0.84237759 104.45404334],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
80,84,[  22.63       2902.00368284],[  0.87926105 110.24811786],[  22.         2714.60356699],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
81,84,[  22.69       2893.99064652],[  0.89101066 111.03548769],[  22.         2714.60356699],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
82,74,[  22.95       2858.41069417],[  0.90967027 111.90946877],[  22.         2714.60356699],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
83,80,[  23.2        2826.45834572],[  0.88317609 104.7289796 ],[  22.         2714.60356699],[  24.         2985.25397691],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
84,68,[  23.35       2800.55881689],[ 0.81700673 90.96180868],[  22.         2714.60356699],[  24.         2981.17820915],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
85,88,[  23.2        2814.57749008],[ 0.84852814 97.903936  ],[  22.         2714.60356699],[  24.         2981.17820915],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
86,70,[  22.89       2842.38310629],[  0.81111035 102.58155326],[  22.         2714.60356699],[  24.         2981.17820915],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
87,78,[  22.76       2858.80184344],[  0.82607506 106.99503373],[  22.         2714.60356699],[  24.         2970.72429267],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2963.373627860218)"
88,74,[  23.         2824.37832711],[  0.8        100.60907333],[  22.         2714.60356699],[  24.         2963.37362786],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
89,84,[  23.16       2801.81094275],[ 0.74458042 89.47581359],[  22.         2714.60356699],[  24.         2963.37362786],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
90,82,[  23.36       2775.73181648],[ 0.62481997 65.19200016],[  22.         2714.60356699],[  24.         2963.37362786],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
91,80,[  23.4        2765.87753926],[ 0.52915026 46.97823975],[  22.         2714.60356699],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
92,82,[  23.28       2778.27746306],[ 0.51146847 51.86444856],[  22.         2700.11000137],[  24.        3002.9613774],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
93,80,[  23.13       2793.19986656],[ 0.43943145 51.83932269],[  22.         2700.11000137],[  24.        3002.9613774],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
94,80,[  22.96       2804.23279336],[ 0.28       33.25071386],[  22.         2700.11000137],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
95,70,[  22.96       2805.58850832],[ 0.34409301 42.91011055],[  22.         2700.11000137],[  24.         3003.07934317],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
96,80,[  22.96       2805.39008743],[ 0.39799497 45.62913497],[  22.         2700.11000137],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
97,80,[  22.99       2803.20522122],[ 0.47947888 53.50704321],[  22.         2700.11000137],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
98,92,[  22.96       2806.99196344],[ 0.5083306  57.38006089],[  22.         2700.11000137],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
99,84,[  22.87       2815.60831816],[ 0.41605288 50.66783222],[  22.         2690.04606738],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
100,82,[  22.86       2816.71925687],[ 0.42473521 52.22432386],[  22.         2690.04606738],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
101,88,[  22.83      2820.4946836],[ 0.44844175 55.64332525],[  22.         2690.04606738],[  24.         2941.47160753],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
102,80,[  22.81       2823.10765869],[ 0.48363209 59.70577409],[  22.         2690.04606738],[  24.         2941.47160753],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
103,80,[  22.81       2823.54689333],[ 0.54212545 66.10474754],[  22.         2690.04606738],[  24.         2941.47160753],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
104,74,[  22.71       2836.07631702],[ 0.60489669 74.27884945],[  22.         2690.04606738],[  24.         2941.47160753],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
105,80,[  22.66      2843.0802706],[ 0.681469   82.86199596],[  22.         2690.04606738],[  24.         2941.47160753],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
106,78,[  22.61       2851.33522497],[ 0.77323994 94.70370724],[  22.         2690.04606738],[  24.         3016.03760957],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
107,74,[  22.56       2859.57009009],[  0.86394444 103.15036281],[  22.         2690.04606738],[  24.         2967.43516774],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2923.9877915977154)"
108,78,[  22.7        2840.73340215],[  0.92195445 108.21711009],[  22.         2690.04606738],[  24.         2926.75730925],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 92, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 17, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2911.1200818398943)"
109,76,[  22.53      2859.8882755],[  0.85387353 100.83011195],[  22.         2690.04606738],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 92, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 17, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2911.1200818398943)"
110,74,[  22.67       2842.27781623],[  0.90614568 106.57069354],[  22.         2690.04606738],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 92, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 17, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2911.1200818398943)"
